"dok_data";"klientas";"suma";"turinys";"lesos_kodas";"lesos_pavadinimas";"pro_kodas";"pro_pavadinimas";"vf_kodas";"vf_pavadinimas";"eko_kodas";"eko_pavadinimas"
"2017-02-06";"Valstybinë kalbos inspekcija";"-3200,00000000";"2017 I ketv.";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-10";"Prieðgaisrinës apsaugos ir gelbëjimo departamentas prie Vidaus reikalø ministerijos";"-8400,00000000";"D1-PG";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-02-07";"Mobilizacijos ir pilietinio pasiprieðinimo departamentas prie Kraðto apsaugos ministerijos";"-2233,33000000";"D1-KR";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-10";"Mobilizacijos ir pilietinio pasiprieðinimo departamentas prie Kraðto apsaugos ministerijos";"-1666,67000000";"D1-KR";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-02-10";"Lietuvos Respublikos þemës ûkio ministerija";"-1100,00000000";"D2-ÞÛ";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-13";"Lietuvos Respublikos þemës ûkio ministerija";"-600,00000000";"D2-ÞÛ";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-11";"Lietuvos Respublikos konkurencijos taryba";"-200,00000000";"2017/IK";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-18";"Lietuvos Respublikos  Aplinkos ministerija";"-175,00000000";"D1-AM";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-557,20000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-192,60000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-113,20000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-373,80000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-21,00000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-378,60000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-189,80000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-619,00000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-146,60000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-02-01";"AB Ðiauliø bankas Ðiauliø filialas";"-447,40000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-16";"AB Ðiauliø bankas Ðiauliø filialas";"-289,40000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-16";"AB Ðiauliø bankas Ðiauliø filialas";"-274,20000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-16";"AB Ðiauliø bankas Ðiauliø filialas";"-361,30000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-16";"AB Ðiauliø bankas Ðiauliø filialas";"-430,90000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-16";"AB Ðiauliø bankas Ðiauliø filialas";"-361,60000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-529,30000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-100,10000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-428,40000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-493,80000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-288,85000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-34,90000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-30,40000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-279,10000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-481,70000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-431,90000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-186,60000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-27,50000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-368,90000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-377,70000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-391,30000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-226,10000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-448,50000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-364,70000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-592,20000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-193,90000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-696,70000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-412,50000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-161,40000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-347,40000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-69,70000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-528,90000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-01-02";"AB Ðiauliø bankas Ðiauliø filialas";"-481,30000000";"Inkasacija";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.4.";"Uþ automobiliø statymà"
"2017-03-30";"AB Ðiauliø bankas";"-1,20000000";"Uþskaitomos lëðos uþ inkasacinës pakuotës dëþutæ";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.3.";"Kitos pajamos"
"2017-03-09";"AB Ðiauliø bankas";"-1,00000000";"Uþskaitomos lëðos uþ inkasacinës pakuotës dëþutæ";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.3.";"Kitos pajamos"
"2017-03-09";"AB Ðiauliø bankas";"-1,20000000";"Uþskaitomos lëðos uþ inkasacinës pakuotës dëþutæ";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.3.";"Kitos pajamos"
"2017-03-07";"AB Ðiauliø bankas";"-,30000000";"Uþskaitomos lëðos uþ inkasacinës pakuotës dëþutæ";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.3.";"Kitos pajamos"
"2017-03-31";"Ðiauliø miesto savivaldybës administracija ";"-486000,00000000";"Perkeliamos lëðos";"151";"Savivaldybës biudþeto";"";"";"";"";"";""
"2017-03-30";"Ðiauliø miesto savivaldybës administracija ";"-9000,00000000";"Perkeliamos lëðos";"151";"Savivaldybës biudþeto";"";"";"";"";"";""
"2017-01-30";"Ðiauliø miesto savivaldybës administracija ";"-9000,00000000";"Perkeliamos lëðos";"151";"Savivaldybës biudþeto";"";"";"";"";"";""
"2017-03-30";"ÐMSA Socialiniø reikalø departamento socialiniø iðmokø ir kompensacijø skyrius ";"-477,56000000";"Gràþinamos ankstesniø metø permokos, soc.paðalpos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.3.";"Kitos pajamos"
"2017-02-28";"ÐMSA Socialiniø reikalø departamento socialiniø iðmokø ir kompensacijø skyrius ";"-440,57000000";"Gràþinamos ankstesniø metø permokos, soc.paðalpos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.3.";"Kitos pajamos"
"2017-03-17";"Ðiauliø miesto savivaldybës administracija ";"-400,00000000";"Pajamos ið baudø 1.4.3.1.1.2";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.3.1.1.2.";"Pajamos ið baudø uþ pavëluotus atsiskaitymus"
"2017-03-17";"Ðiauliø miesto savivaldybës administracija ";"-173,77000000";"Pajamos ið baudø 1.4.3.1.1.2";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.3.1.1.2.";"Pajamos ið baudø uþ pavëluotus atsiskaitymus"
"2017-01-06";"Ðiauliø miesto savivaldybës administracija ";"-121000,00000000";"Perkeliamos lëðos";"151";"Savivaldybës biudþeto";"";"";"";"";"";""
"2017-01-13";"Ðiauliø miesto savivaldybës administracija ";"-9781,31000000";"Perkeliamos lëðos";"151";"Savivaldybës biudþeto";"";"";"";"";"";""
"2017-03-31";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-37700,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-03-31";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-115800,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-03-27";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-21900,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-03-24";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-31000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-03-17";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-20000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-03-10";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-12000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-03-03";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-18000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-02-28";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-26000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-02-24";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-19000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-02-20";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-22000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-02-10";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-12000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-02-02";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-12000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-01-31";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-25000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-01-27";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-34000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-01-20";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-26000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-01-13";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-13000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-01-06";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-24000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-01-03";"VÐÁ Ðiauliø regiono atliekø tvarkymo centras";"-110000,00000000";"Vietinë rinkl.";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.2.6.";"Uþ komunaliniø atliekø surinkimà"
"2017-03-31";"AB DNB bankas";",60000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-03-14";"AB DNB bankas";",17000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-03-14";"AB DNB bankas";",17000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-02-28";"AB DNB bankas";",60000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-02-14";"AB DNB bankas";",17000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-02-13";"AB DNB bankas";",17000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-01-31";"AB DNB bankas";",60000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-01-19";"AB DNB bankas";",17000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-03-31";"AB DNB bankas";",60000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-02-28";"AB DNB bankas";",60000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-01-31";"AB DNB bankas";",60000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-01-19";"AB DNB bankas";",17000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-01-11";"AB DNB bankas";",34000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-01-09";"AB DNB bankas";",17000000";"Banko %";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.5.1.4.1.1.";"Banko proc."
"2017-03-01";"VÁ Turto bankas";"-5174,27000000";"Uþ parduotà þemës sklypà Stadiono g. 1, Ðiauliai";"151";"Savivaldybës biudþeto";"";"";"";"";"4.1.1.1.1.2.";"Þemë (kt.)"
