"dok_data";"klientas";"suma";"turinys";"lesos_kodas";"lesos_pavadinimas";"pro_kodas";"pro_pavadinimas";"vf_kodas";"vf_pavadinimas";"eko_kodas";"eko_pavadinimas"
"2017-01-11";"Lietuvos Respublikos Teisingumo ministerija";"-26970,00000000";"2R-14/2016";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-24";"Lietuvos vyriausiojo archyvaro tarnyba";"-17100,00000000";"LVAT-161228ásak.123";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-10";"Lietuvos Respublikos sveikatos apsaugos ministerija";"-15791,67000000";"Dotac.";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-10";"Lietuvos Respublikos sveikatos apsaugos ministerija";"-9700,00000000";"Dotac.";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-16";"Lietuvos Respublikos sveikatos apsaugos ministerija";"-583,33000000";"D2-SV";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-09";"Socialiniø paslaugø prieþiûros departamentas prie Socialinës apsaugos ir darbo ministerijos";"-56900,00000000";"JTA10/2017-01/4100, VTA10/2017-01/52800";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-11";"Socialiniø paslaugø prieþiûros departamentas prie Socialinës apsaugos ir darbo ministerijos";"-8200,00000000";"DRU-8200";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-11";"Socialiniø paslaugø prieþiûros departamentas prie Socialinës apsaugos ir darbo ministerijos";"-36500,00000000";"PM-36500, SIK-122100, BN-1100, SPF70200";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-11";"Socialiniø paslaugø prieþiûros departamentas prie Socialinës apsaugos ir darbo ministerijos";"-122100,00000000";"PM-36500, SIK-122100, BN-1100, SPF70200";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-11";"Socialiniø paslaugø prieþiûros departamentas prie Socialinës apsaugos ir darbo ministerijos";"-1100,00000000";"PM-36500, SIK-122100, BN-1100, SPF70200";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-11";"Socialiniø paslaugø prieþiûros departamentas prie Socialinës apsaugos ir darbo ministerijos";"-70200,00000000";"PM-36500, SIK-122100, BN-1100, SPF70200";"142";"Valstybës deleguotoms funkcijoms atlikti";"";"";"";"";"1.3.4.1.1.1.1.";"Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti"
"2017-01-23";"Lietuvos Respublikos ðvietimo ir mokslo ministerija";"-659000,00000000";"D1-ÐM";"141";"Mokinio krepðelis";"";"";"";"";"1.3.4.1.1.1.2.";"Mokinio krepðeliui finansuoti"
"2017-01-23";"Lietuvos Respublikos ðvietimo ir mokslo ministerija";"-1200000,00000000";"D1-ÐM";"141";"Mokinio krepðelis";"";"";"";"";"1.3.4.1.1.1.2.";"Mokinio krepðeliui finansuoti"
"2017-01-31";"Lietuvos Respublikos ðvietimo ir mokslo ministerija";"-116900,00000000";"D1-ÐM";"141";"Mokinio krepðelis";"";"";"";"";"1.3.4.1.1.1.2.";"Mokinio krepðeliui finansuoti"
"2017-01-12";"Lietuvos Respublikos ðvietimo ir mokslo ministerija";"-282000,00000000";"D2-ÐM 01 mën.";"1431";"Valstybës lëðos (kitos)";"";"";"";"";"1.3.4.1.1.1.3.";"Kita tikslinë dotacija"
"2017-01-31";"Lietuvos Respublikos ðvietimo ir mokslo ministerija";"-292800,00000000";"NFÐ";"1431";"Valstybës lëðos (kitos)";"";"";"";"";"1.3.4.1.1.1.3.";"Kita tikslinë dotacija"
"2017-01-11";"Socialiniø paslaugø prieþiûros departamentas prie Socialinës apsaugos ir darbo ministerijos";"-13000,00000000";"LAI";"1431";"Valstybës lëðos (kitos)";"";"";"";"";"1.3.4.1.1.1.3.";"Kita tikslinë dotacija"
"2017-01-03";"Valstybinë mokesèiø inspekcija prie LR FM";"-106,23000000";"Pajamos (uþ praëjusius metus)";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.3.1.1.1.";"Fiziniø asmenø þemës mokestis"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"-5513,82000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.3.1.1.1.";"Fiziniø asmenø þemës mokestis"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"725,69000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.3.1.1.2.";"Juridiniø asmenø þemës mokestis"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"-3277,00000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.3.2.1.1.";"Paveldimo turto mokestis"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"-1217,95000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.3.3.1.1.";"FA NTM (VMI)"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"-6853,67000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.3.3.1.2.";"JA NTM (VMI)"
"2017-01-03";"Valstybinë mokesèiø inspekcija prie LR FM";"-360,02000000";"Pajamos (uþ praëjusius metus)";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.1.1.";"Mokesèiai uþ aplinkos terðimà"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"-62,30000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.1.1.";"Mokesèiai uþ aplinkos terðimà"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"-4689,81000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.1.4.7.2.1.";"Valstybës rinkliavos"
"2017-01-04";"Lietuvos Respublikos finansø ministerija";"-187750,00000000";"D5-FM -187750, D6-FM -19000";"1431";"Valstybës lëðos (kitos)";"";"";"";"";"1.3.4.1.1.2.";"Bendrosios dotacijos kompensacija"
"2017-01-04";"Lietuvos Respublikos finansø ministerija";"-19000,00000000";"D5-FM -187750, D6-FM -19000";"1431";"Valstybës lëðos (kitos)";"";"";"";"";"1.3.4.1.1.2.";"Bendrosios dotacijos kompensacija"
"2017-01-03";"Valstybinë mokesèiø inspekcija prie LR FM";"-4,25000000";"Pajamos (uþ praëjusius metus)";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.1.1.1.2.";"Kitø subjektø (VMI)"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"-36,07000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.1.1.1.2.";"Kitø subjektø (VMI)"
"2017-01-31";"Valstybinë mokesèiø inspekcija prie LR FM";"-4,33000000";"Pajamos";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.1.1.1.2.";"Kitø subjektø (VMI)"
"2017-01-26";"Fizinis asmuo";"-2,09000000";"VB Nr.0071/15/02924 VR Nr.2-9430-291/2015";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-12";"Fizinis asmuo";"-7,50000000";"VB Nr.0071/16/01934 VR Nr.2VP-3125-901/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-8,64000000";"VB Nr.0071/16/04564 VR Nr.L2-9723-949/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-20,00000000";"VB Nr.0071/16/04564 VR Nr.L2-9723-949/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-12";"Fizinis asmuo";"-27,30000000";"VB Nr.0071/16/04469 VR Nr.L2-9164-650/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-15,55000000";"VB Nr.0071/16/04469 VR Nr.L2-9164-650/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-30";"Fizinis asmuo";"-22,42000000";"Butø nuoma";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-12";"Fizinis asmuo";"-69,93000000";"VB Nr.0071/16/04554 VR Nr.L2-9724-772/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-12";"Fizinis asmuo";"-5,00000000";"VB Nr.0071/16/04558 VR Nr.2VP-9246-1003/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-10,96000000";"VB Nr.0071/16/04558 VR Nr.2VP-9246-1003/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-42,95000000";"VB Nr.0071/16/04438 VR Nr.2-7658-1004/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-30";"Jadvyga Kalitienë";"-32,01000000";"Butø nuoma";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-,22000000";"VB Nr.0071/13/001293 VR Nr.2-4411-841/2011";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-2,66000000";"VB Nr.0071/15/01831 VR Nr.2-546-641/2015";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-12";"Fizinis asmuo";"-20,72000000";"VB Nr.0071/16/03955 VR Nr.L2-7978-901/16";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-73,91000000";"VB Nr.0071/15/00842 VR Nr.2-5171-949/2014";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-12";"Fizinis asmuo";"-93,06000000";"VB Nr.0071/16/03956 VR Nr.L2-7867-907/16";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-25,00000000";"VB Nr.0071/16/04555 VR Nr.2VP-9246-1003/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-12";"Fizinis asmuo";"-27,03000000";"VB Nr.0071/13/00179 VR Nr.2-4639-883/2012";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-12";"Fizinis asmuo";"-20,00000000";"VB Nr.0071/16/04560 VR Nr.2VP-9246-1003/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-17";"UAB ''Ðiauliø bûstas''";"-6843,15000000";"Butø nuoma";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-31";"UAB Pietinis bûstas";"-3376,20000000";"Butø nuoma";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-18";"Fizinis asmuo";"-200,00000000";"Butø nuoma";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-27";"Fizinis asmuo";"-60,00000000";"Butø nuoma";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-11";"Jonas Uptas";"-40,00000000";"Byla 2-3294-772/2016";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-26";"Fizinis asmuo";"-2,03000000";"VB Nr.0071/14/00646 VR Nr.L2-315-394/2012";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-30";"Alfredas Vilimavièius";"-15,80000000";"Butø nuoma";"151";"Savivaldybës biudþeto";"";"";"";"";"1.4.2.1.2.1.";"Pajamos uþ butø nuomà"
"2017-01-18";"Ðiauliø miesto savivaldybës sutrikusio vystymosi kûdikiø namai";"-271,20000000";"32";"32";"Atsitiktinës paslaugos";"09.01.03.01";"Teikti sveikatos prieþiûros, socialines ir ugdymo paslaugas Ðiauliø m. savivaldybës sutrikusio vysytymosi kûdikiø namuose";"07.03.02.01.";"Specializuotø ligoniniø paslaugos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-26";"Ðiauliø plaukimo mokykla Delfinas";"-659,15000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-24";"Ðiauliø plaukimo mokykla Delfinas";"-2047,82000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-23";"Ðiauliø plaukimo mokykla Delfinas";"-4050,93000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-11";"Ðiauliø plaukimo mokykla Delfinas";"-5478,25000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-02";"Ðiauliø plaukimo mokykla Delfinas";"-2000,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-24";"Sporto mokykla Klevas";"-48,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-03";"Sporto mokykla Klevas";"-625,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-30";"Ðiauliø lengvosios atletikos ir sveikatingumo centras";"-300,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-25";"Ðiauliø lengvosios atletikos ir sveikatingumo centras";"-400,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-19";"Ðiauliø lengvosios atletikos ir sveikatingumo centras";"-4200,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-12";"Ðiauliø lengvosios atletikos ir sveikatingumo centras";"-500,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-02";"Ðiauliø lengvosios atletikos ir sveikatingumo centras";"-2800,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-23";"Ðiauliø Teniso mokykla";"-1302,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-17";"Ðiauliø Teniso mokykla";"-2212,48000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-11";"Ðiauliø Teniso mokykla";"-2297,00000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-11";"Ðiauliø Teniso mokykla";"-651,42000000";"32";"32";"Atsitiktinës paslaugos";"07.01.05.01";"Skirti lëðø savivaldybës biudþetiniø ir vieðøjø sporto mokymo ástaigø veiklai uþtikrinti";"09.05.01.01.";"Neformalusis vaikø ðvietimas ";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-24";"Ðiauliø miesto koncertinë ástaiga „Saulë“ ";"-231,00000000";"32";"32";"Atsitiktinës paslaugos";"02.01.04.05";"Uþtikrinti Ðiauliø miesto koncertinës ástaigos ''Saulë'' veiklà";"08.02.01.08.";"Kitos kultûros ir meno ástaigos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-16";"Ðiauliø miesto koncertinë ástaiga „Saulë“ ";"-1826,00000000";"32";"32";"Atsitiktinës paslaugos";"02.01.04.05";"Uþtikrinti Ðiauliø miesto koncertinës ástaigos ''Saulë'' veiklà";"08.02.01.08.";"Kitos kultûros ir meno ástaigos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-03";"Ðiauliø miesto koncertinë ástaiga „Saulë“ ";"-317,00000000";"32";"32";"Atsitiktinës paslaugos";"02.01.04.05";"Uþtikrinti Ðiauliø miesto koncertinës ástaigos ''Saulë'' veiklà";"08.02.01.08.";"Kitos kultûros ir meno ástaigos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-02";"Ðiauliø miesto koncertinë ástaiga „Saulë“ ";"-1761,00000000";"32";"32";"Atsitiktinës paslaugos";"02.01.04.05";"Uþtikrinti Ðiauliø miesto koncertinës ástaigos ''Saulë'' veiklà";"08.02.01.08.";"Kitos kultûros ir meno ástaigos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-30";"Ðiauliø kultûros centras";"-3954,83000000";"32";"32";"Atsitiktinës paslaugos";"02.01.04.04";"Uþtikrinti Ðiauliø kultûros centro veiklà";"08.02.01.08.";"Kitos kultûros ir meno ástaigos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-19";"Ðiauliø kultûros centras";"-3334,69000000";"32";"32";"Atsitiktinës paslaugos";"02.01.04.04";"Uþtikrinti Ðiauliø kultûros centro veiklà";"08.02.01.08.";"Kitos kultûros ir meno ástaigos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-24";"Ðiauliø miesto kultûros centras „Laiptø galerija“ ";"-150,00000000";"32";"32";"Atsitiktinës paslaugos";"02.01.04.03";"Uþtikrinti Ðiauliø miesto kultûros centro ''Laiptø galerija'' veiklà";"08.02.01.08.";"Kitos kultûros ir meno ástaigos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-20";"Ðiauliø miesto savivaldybës visuomenës sveikatos biuras";"-300,00000000";"32";"32";"Atsitiktinës paslaugos";"09.02.03.01";"Visuomenës sveikatos biuro iðlaikymui";"07.04.01.02.";"Sveikatos prieþiûros uþtikrinimas";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
"2017-01-02";"Ðiauliø miesto savivaldybës vieðoji biblioteka";"-600,00000000";"32";"32";"Atsitiktinës paslaugos";"02.01.04.02";"Uþtikrinti Ðiauliø vieðosios bibliotekos  veiklà";"08.02.01.01.";"Bibliotekos";"1.4.2.1.4.1.";"Pajamos uþ atsitiktines paslaugas"
